32,15.625,3.125,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
13,7.692307692,0.0,54.52,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0.0,114.14,0.025,1,0,0,240,-2,True,False,False,False,False,False,False,False,False,True,False
30,23.33333333,6.666666667,57.6,0.428571429,1,0,0,7,0,True,False,False,False,False,False,False,False,True,False,False
34,17.64705882,2.941176471,40.25,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
6,16.66666667,0.0,52.97,0.0,0,0,0,0,-142,False,True,False,False,False,False,False,False,True,False,False
45,2.222222222,0.0,54.65,0.0,0,0,0,0,-5,False,False,False,False,True,False,False,False,False,False,True
22,86.36363636,22.72727273,59.01,0.086956522,1,0,1,46,0,False,True,False,False,False,False,False,False,False,False,True
46,43.47826087,19.56521739,130.13,0.09,1,0,1,100,-12,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,79.39,0.0,1,0,0,0,-6,False,True,False,False,False,False,False,False,False,True,False
41,21.95121951,2.43902439,60.15,0.0,0,0,0,0,-123,False,False,False,False,True,False,False,False,True,False,False
44,2.272727273,2.272727273,26.32,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
42,14.28571429,0.0,90.27,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
21,100.0,23.80952381,107.2,0.055555556,1,0,0,36,0,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,42.46,0.037037037,0,0,0,594,-11,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0.0,48.33,0.050772627,1,0,0,906,0,True,False,False,False,False,False,False,False,False,True,False
35,34.28571429,11.42857143,60.43,0.125,1,0,0,24,0,True,False,False,False,False,False,False,False,True,False,False
52,15.38461538,5.769230769,61.5,0.018691589,0,0,0,214,-4,False,False,False,False,False,True,False,False,False,True,False
0,0.0,0.0,70.75,0.0,0,0,0,0,-49,True,False,False,False,False,False,False,False,False,True,False
41,19.51219512,9.756097561,148.06,0.166666667,1,1,0,24,-975,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0.0,78.79,0.022675737,0,0,0,441,-1,False,False,False,False,False,True,False,False,True,False,False
43,4.651162791,2.325581395,100.5,0.052631579,1,0,0,57,-8,False,True,False,False,False,False,False,False,False,False,True
37,16.21621622,5.405405405,25.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0.0,34.06,0.214285714,0,0,0,14,0,False,False,False,False,False,True,False,False,False,True,False
29,48.27586207,3.448275862,40.0,0.0,1,0,0,0,-1,False,False,True,False,False,False,False,True,False,False,False
40,52.5,20.0,50.51,0.067226891,1,1,0,119,0,False,False,False,False,False,True,False,False,False,False,True
25,12.0,0.0,42.84,0.0,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False
16,0.0,0.0,98.3,0.0,0,0,0,0,-531,False,False,False,False,False,False,True,False,False,True,False
6,83.33333333,33.33333333,45.15,0.0,1,0,0,0,-22,False,False,False,False,True,False,False,False,False,False,True
8,25.0,12.5,40.0,0.0,1,0,0,0,-28,False,False,False,False,False,True,False,True,False,False,False
39,53.84615385,0.0,26.9,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
17,58.82352941,11.76470588,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
37,5.405405405,2.702702703,79.04,0.0,1,0,1,0,-22,False,False,False,False,False,False,True,False,False,False,True
32,0.0,0.0,40.25,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
33,21.21212121,15.15151515,47.7,0.285714286,1,0,0,7,-3,False,True,False,False,False,False,False,True,False,False,False
23,34.7826087,4.347826087,40.0,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
0,0.0,0.0,64.24,0.083333333,1,0,0,36,0,False,False,False,False,False,True,False,False,False,True,False
46,6.52173913,0.0,120.97,0.094594595,1,0,0,888,-158,False,True,False,False,False,False,False,False,True,False,False
24,75.0,8.333333333,51.13,0.666666667,1,0,0,3,-863,True,False,False,False,False,False,False,False,False,True,False
1,100.0,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
37,8.108108108,2.702702703,39.97,0.0,1,1,0,0,-27,False,False,False,False,True,False,False,False,True,False,False
35,5.714285714,0.0,40.02,0.0,1,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False
47,59.57446809,14.89361702,87.34,0.066028708,1,0,0,1045,-39,False,False,False,False,True,False,False,False,True,False,False
45,0.0,0.0,52.31,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
43,23.25581395,4.651162791,40.02,0.0,0,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False
16,0.0,0.0,58.83,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
57,5.263157895,1.754385965,94.29,0.066037736,0,0,0,530,0,False,True,False,False,False,False,False,False,False,True,False
27,11.11111111,3.703703704,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
10,10.0,0.0,50.76,0.0,0,0,0,0,-700,False,True,False,False,False,False,False,False,False,True,False
0,0.0,0.0,54.82,0.076190476,0,0,0,105,-364,False,False,False,False,True,False,False,False,False,True,False
42,45.23809524,14.28571429,75.9,0.11299435,1,0,0,177,-27,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,45.08,0.0,0,0,0,0,-78,False,False,False,False,False,True,False,True,False,False,False
27,77.77777778,14.81481481,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
30,30.0,16.66666667,89.16,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
7,71.42857143,28.57142857,123.74,0.0,1,0,0,0,-11,False,True,False,False,False,False,False,False,False,False,True
29,13.79310345,3.448275862,87.75,0.0,1,0,0,0,-4,False,False,False,False,False,False,True,True,False,False,False
22,81.81818182,0.0,52.14,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
35,0.0,0.0,170.4,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
30,3.333333333,0.0,31.5,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
36,5.555555556,2.777777778,29.04,0.0,1,0,0,0,-26,False,True,False,False,False,False,False,False,False,False,True
44,4.545454545,0.0,50.01,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
37,37.83783784,16.21621622,54.57,0.0,1,0,0,0,-8,False,True,False,False,False,False,False,False,False,False,True
45,15.55555556,2.222222222,135.07,0.054054054,0,0,0,148,-1,False,True,False,False,False,False,False,False,True,False,False
0,0.0,0.0,55.28,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
35,14.28571429,0.0,44.31,0.0,1,0,0,0,-34,False,False,False,False,True,False,False,False,False,False,True
33,12.12121212,0.0,56.46,0.285714286,1,0,0,7,0,False,False,False,False,False,False,True,False,False,True,False
5,60.0,0.0,66.15,0.0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
43,13.95348837,0.0,54.49,0.022222222,0,0,0,135,-252,False,False,False,False,True,False,False,False,False,False,True
23,86.95652174,0.0,79.39,0.107142857,1,0,0,28,0,False,True,False,False,False,False,False,False,False,False,True
45,11.11111111,0.0,45.56,0.024691358,1,0,0,81,-56,False,False,False,False,False,True,False,False,True,False,False
47,63.82978723,34.04255319,77.48,0.121495327,1,1,1,107,0,False,True,False,False,False,False,False,False,False,False,True
28,10.71428571,3.571428571,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,91.14,0.01510574,0,0,0,331,-20,False,False,False,False,False,False,True,False,False,True,False
2,50.0,50.0,83.33,0.0,1,1,0,0,-11,False,False,False,False,False,False,True,False,True,False,False
37,2.702702703,2.702702703,29.39,0.0,1,0,0,0,-9,False,False,False,False,True,False,False,False,True,False,False
9,100.0,0.0,31.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
40,7.5,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
40,27.5,2.5,30.21,0.4,0,0,0,5,0,False,False,False,False,False,False,True,False,True,False,False
45,0.0,0.0,43.17,0.030769231,0,0,0,65,0,False,False,False,False,False,False,True,False,True,False,False
45,13.33333333,6.666666667,41.67,0.2,0,0,0,15,-7,False,False,False,False,False,False,True,False,True,False,False
37,5.405405405,0.0,43.43,0.15,0,0,0,20,39,False,False,False,True,False,False,False,False,False,False,True
32,0.0,0.0,39.48,0.285714286,1,1,0,7,0,True,False,False,False,False,False,False,False,True,False,False
27,29.62962963,7.407407407,47.36,0.042553191,1,0,0,47,0,False,True,False,False,False,False,False,False,True,False,False
26,100.0,3.846153846,70.19,0.031746032,1,0,0,63,-25,False,False,False,False,True,False,False,True,False,False,False
31,22.58064516,0.0,58.92,0.0,1,0,0,0,-10,False,False,False,False,False,True,False,False,True,False,False
35,2.857142857,0.0,49.23,0.285714286,1,0,0,7,0,True,False,False,False,False,False,False,False,False,True,False
38,50.0,5.263157895,83.3,0.0,1,0,0,0,14,False,False,False,False,True,False,False,False,False,False,True
37,59.45945946,16.21621622,87.79,0.125,1,0,0,64,0,False,False,False,False,False,True,False,False,False,True,False
0,0.0,0.0,27.3,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
30,20.0,6.666666667,93.35,0.0,1,0,0,0,-12,False,False,False,False,False,False,True,False,False,False,True
1,0.0,0.0,40.02,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
25,36.0,12.0,45.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
17,23.52941176,5.882352941,40.02,0.0,1,0,1,0,-14,False,True,False,False,False,False,False,False,True,False,False
27,14.81481481,3.703703704,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
41,2.43902439,2.43902439,38.01,0.133333333,1,0,0,15,0,False,False,False,False,False,True,False,False,True,False,False
9,11.11111111,0.0,31.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
36,33.33333333,0.0,52.46,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
40,45.0,5.0,59.66,0.051282051,0,0,0,78,-25,False,False,False,False,True,False,False,False,True,False,False
43,4.651162791,0.0,150.31,0.2,0,0,0,10,-3,False,False,False,False,False,True,False,False,False,True,False
36,11.11111111,0.0,36.88,0.333333333,1,0,0,6,39,False,False,False,True,False,False,False,False,False,False,True
45,0.0,0.0,100.1,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
3,33.33333333,33.33333333,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
46,32.60869565,0.0,56.41,0.142857143,0,0,0,91,-67,False,True,False,False,False,False,False,False,False,True,False
36,0.0,0.0,39.43,0.0,0,0,0,0,33,False,False,False,True,False,False,False,False,False,False,True
36,8.333333333,2.777777778,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
47,23.40425532,6.382978723,71.68,0.176470588,1,0,0,17,-108,True,False,False,False,False,False,False,False,False,False,True
43,23.25581395,0.0,139.76,0.108695652,1,0,0,92,-1,False,False,True,False,False,False,False,False,False,False,True
42,7.142857143,4.761904762,58.26,0.048780488,1,0,0,41,-30,True,False,False,False,False,False,False,False,False,False,True
46,4.347826087,2.173913043,50.22,0.009389671,0,0,0,213,-115,False,False,False,False,True,False,False,False,False,False,True
37,8.108108108,2.702702703,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
41,24.3902439,0.0,155.15,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
